Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean,week1_judge_score,week2_judge_score,week3_judge_score,week4_judge_score,week5_judge_score,week6_judge_score,week7_judge_score,week8_judge_score,week9_judge_score,week10_judge_score,week11_judge_score
369,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.125,8.125,8.625,8.625,9.0,8.0,8.0,9.0,9.0,8.5,9.5,9.5,10.0,9.0,10.0,10.0,9.0,8.0,9.0,8.5,,,,,,,,,9.0,False,False,10,9,9.0,0.0853830778487102,0.0866540509956122,0.0847146000244604,0.0882206597841428,0.0887169459599696,0.1053161764008598,0.1005550922683951,0.1091269953785244,0.1556254688072175,,,0.0031262670065451523,0.003215077605321508,0.003531958688935112,0.0034345946586131345,0.004292807944898286,0.004423054092312417,0.005378325169797042,0.006841975265627848,0.007224881688374016,,
370,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.125,10.125,10.125,10.625,8.0,9.0,8.0,9.0,9.5,9.0,9.5,10.0,11.25,11.25,11.25,11.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,,False,True,10,10,10.0,0.0936911461242469,0.095440751299381,0.0900844432522671,0.098453676153599,0.0971891782830505,0.1244970851535476,0.1256628214562144,0.1165893586422984,0.177341256388696,0.2485634726607196,,0.003357842340363312,0.003547671840354767,0.0037598269914470546,0.004263634748623201,0.005253884350472529,0.004423054092312417,0.005599352231569522,0.007894586844955209,0.007643715409439176,0.01128044209121229,
371,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.009019829668216,0.0095639931100885,0.0079867788715484,0.0055791505787515,,,,,,,,0.0023157533381815945,0.0028824833702882483,0.002848353781399284,0.0029608574643216674,,,,,,,
372,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.875,8.875,9.375,8.875,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0156178150305008,0.0159114807655249,0.0150488885971397,0.0144618595248542,0.0164245237626479,0.0120519243730126,,,,,,0.0023157533381815945,0.002771618625277162,0.002962287932655255,0.003671463255758868,0.004613166746756367,0.0041628744398234515,,,,,
373,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,8.875,8.375,8.875,9.375,9.0,8.0,8.0,9.0,8.5,9.0,8.5,8.5,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.0253603993108081,0.0304273341370454,0.0307064366748275,0.0273003926370995,0.0281288658512664,0.0336213473931246,0.022115801321099,,,,,0.0030104793396360727,0.002993348115299335,0.0033040903864231695,0.004026766151477468,0.004549094986384751,0.004423054092312417,0.0050836224207670665,,,,
374,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.625,10.125,9.625,9.625,9.0,9.0,9.0,9.0,8.5,9.0,9.0,8.5,9.0,8.0,9.0,9.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.0861676520777018,0.0908463347831534,0.0936932032397645,0.088405155526885,0.0906419876777406,0.1063193059026872,0.1143183458975034,0.1283246413640563,,,,0.0027789040058179134,0.0031042128603104213,0.0036458928401910833,0.004026766151477468,0.0049975973089860645,0.004683233744801383,0.00515729810802456,0.00614023421274294,,,
375,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.375,10.375,10.375,10.875,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,11.25,11.25,11.25,11.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.088025072193029,0.0964367458135801,0.0977845564232167,0.096694481128855,0.0933765212459962,0.1135495982582131,0.1209579337651314,0.1115449288142622,0.1495826231247748,0.2355487259499191,,0.0037052053410905512,0.003547671840354767,0.0037598269914470546,0.004263634748623201,0.005382027871215762,0.005203593049779315,0.00574670360608451,0.007894586844955209,0.008376674421303206,0.011874149569697146,
376,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0068991109244353,0.0043436590484887,,,,,,,,,,0.0023157533381815945,0.002549889135254989,,,,,,,,,
377,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4.0,4.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,7.0,7.75,7.75,7.75,7.75,7.0,7.0,7.0,7.0,7.5,8.0,8.0,8.0,8.0,7.0,7.0,7.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1287891191937962,0.1135809416526847,0.1195861855981757,0.1201412381612631,0.1295972671789967,0.1459119514797802,0.1536325450673084,0.1640681100777963,,,,0.0019683903374543552,0.002993348115299335,0.0026204854788873413,0.0034345946586131345,0.003972449143040205,0.0036425151348455204,0.004641568297222104,0.0050876226334155795,,,
378,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.75,9.25,9.75,9.75,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.0,11.25,10.25,10.25,10.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,,False,True,10,10,10.0,0.0997552281575708,0.1024375157391507,0.1049776844358547,0.1044547081026135,0.10447168820431,0.1185886189301609,0.125540585533372,0.1260664060210684,0.1735862024052376,0.2586628435588788,,0.0032420546734542323,0.0031042128603104213,0.0034180245376791408,0.0037898975543317346,0.004933525548614448,0.004683233744801383,0.005378325169797042,0.007368281055291528,0.007643715409439176,0.01128044209121229,
379,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.25,10.25,10.25,10.25,9.0,9.0,9.0,10.0,9.0,9.0,8.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.1036087490120404,0.1021688718285835,0.1102315721914252,0.1033564689512668,0.1032451622525524,0.1328248847182553,0.1340365197868019,0.134335290845812,0.1804167571670984,0.2572249578304825,,0.0032420546734542323,0.003547671840354767,0.0037598269914470546,0.004263634748623201,0.005253884350472529,0.004813323571045866,0.005230973795282054,0.007017410528849075,0.008376674421303206,0.011874149569697146,
380,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5.0,5.0,5.0,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0099300563558682,0.0074508739984984,,,,,,,,,,0.0017368150036361958,0.0017738359201773836,,,,,,,,,
381,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,11,5,5.0,0.0115907799363443,0.011291250988099,0.0130634326838493,0.0130979412191414,0.0072277182335899,,,,,,,0.0019683903374543552,0.0019955654101995565,0.002962287932655255,0.0024871202700302007,0.0028191574563511132,,,,,,
382,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,8.0,8.0,8.0,,8.25,7.25,8.25,8.25,8.0,8.0,8.5,8.0,8.75,8.75,8.75,8.75,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.036404914055778,0.035993914287526,0.0371950882704247,0.0367458250816115,0.037107582834695,0.0390052634752059,0.041069617568402,0.024899882524665,,,,0.0018526026705452756,0.0016629711751662971,0.002848353781399284,0.0021318173743116006,0.003075444497837578,0.0041628744398234515,0.004788919671737091,0.00614023421274294,,,
383,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5.0,4.0,4.0,,7.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,,9.0,8.5,9.0,,,False,True,11,11,11.0,0.1268888403580261,0.1245835619620734,0.1365596895186971,0.139416412104712,0.1390363460915407,0.1457341155969247,0.131900915276678,0.1368896779647747,0.1627216874457888,0.1793447199438666,0.1757980103401957,0.0015052396698180363,0.0021064301552106432,0.0027344196301433126,0.0021318173743116006,0.002691013935607881,0.004032784613578969,0.00515729810802456,0.006315669475964168,0.006701339537042565,0.007569770350681931,0.022900804258961946
384,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,9.0,10.0,9.0,,10.25,10.25,11.25,10.25,9.5,9.0,9.5,9.0,10.0,10.0,10.0,10.0,9.75,9.75,10.75,10.75,10.0,10.0,10.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.1482675953746832,0.1239352582213325,0.1345197278199087,0.1335275122854853,0.1330282145600453,0.1269279680664666,0.1458387351162123,0.1480037320473265,0.1563311783768124,0.1746147456816149,0.1694189057804281,0.002084178004363435,0.0026607538802660754,0.0036458928401910833,0.003197726061467401,0.003588018580810508,0.00546377270226828,0.005452000857054535,0.007017410528849075,0.008586091281835786,0.00890561217727286,0.025925438783730506
385,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6.0,6.0,6.0,,5.0,5.0,5.0,,5.0,5.0,6.0,6.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.0111713414336179,0.0129702835946481,0.0145696280145327,0.0069411069985901,,,,,,,,0.002084178004363435,0.0016629711751662971,0.00250655132763137,0.0024871202700302007,,,,,,,
386,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,11,1,1.0,0.0033591900378495,,,,,,,,,,,0.0013894520029089567,,,,,,,,,,
387,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4.0,4.0,4.0,,6.0,6.0,6.0,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0,0.0157306818668483,0.0148538014206598,0.0087613086209854,,,,,,,,,0.0013894520029089567,0.0019955654101995565,0.002278683025119427,,,,,,,,
388,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,9.75,9.75,9.75,9.75,8.5,8.5,10.0,9.0,8.0,9.0,8.0,8.0,10.75,10.75,10.75,10.75,9.5,9.5,9.5,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.1424689499595304,0.1431677234228346,0.149478046974448,0.1553741331542329,0.1525979134159761,0.1521462745386046,0.1688706388062819,0.1845267961857395,0.1660681052524443,0.2079718455449841,0.2038710312716616,0.002431541005090674,0.0026607538802660754,0.003873761142703026,0.0028424231657488007,0.003459875060067275,0.005073503223534831,0.005304649482539548,0.0057893636863004866,0.009004925002900947,0.008460331568409217,0.025925438783730506
389,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6.0,7.0,6.0,,7.0,7.0,7.0,,7.0,6.0,7.0,7.0,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,10.0,9.5,9.0,9.0,9.0,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.0342025449698428,0.0334723308279975,0.0342868833425977,0.0350869802507166,0.035732163533588,0.0382659098740723,0.022014739987983,,,,,0.0021999656712725145,0.002328159645232816,0.0030762220839112265,0.0026055545686030674,0.003075444497837578,0.004813323571045866,0.005378325169797042,,,,
390,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4.0,4.0,4.0,,5.0,5.0,5.0,,6.0,5.0,7.0,6.0,7.0,7.0,7.0,,6.0,6.0,6.0,,7.25,7.25,7.25,7.25,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,,,,,,,,,9.0,False,False,11,9,9.0,0.1249442506521902,0.1231622409554402,0.1187783677176667,0.112636819908789,0.1309024159560997,0.1370984388179354,0.1306464217671089,0.1471739069643165,0.1003324616131779,,,0.0013894520029089567,0.0016629711751662971,0.0027344196301433126,0.0024871202700302007,0.0023065833733781835,0.003772604961090003,0.004715243984479598,0.004912187370194353,0.006282505815977404,,
391,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5.0,5.0,5.0,,4.0,4.0,4.0,,7.0,5.0,6.0,5.0,7.0,6.0,6.0,,8.0,8.0,8.0,,8.5,8.5,7.5,8.5,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.0257778402170772,0.0284857774176221,0.0272829298099537,0.0251289027538026,0.0227344606145701,0.0152945273731739,,,,,,0.0017368150036361958,0.0013303769401330377,0.0026204854788873413,0.0022502516728844673,0.003075444497837578,0.004292964266067935,,,,,
392,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,10.0,9.0,9.0,,9.75,9.75,8.75,9.75,9.0,9.0,9.0,9.0,9.75,9.75,9.75,9.75,9.0,10.0,9.0,10.0,10.0,9.5,10.0,,9.5,10.0,10.0,,,False,True,11,11,11.0,0.1523346562273192,0.1704396849126863,0.1676778072831405,0.1729889444874664,0.1630950706636861,0.1803833507336083,0.1852318501008757,0.1881024032107657,0.2056248200201836,0.2216973634255698,0.2299894216349968,0.0025473286719997538,0.002328159645232816,0.0036458928401910833,0.0028424231657488007,0.003588018580810508,0.004943413397290349,0.005304649482539548,0.006841975265627848,0.007957840700238045,0.008757185307651646,0.025493348137335
393,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7.0,7.0,7.0,,6.0,7.0,7.0,,9.0,8.0,9.0,8.0,8.0,9.0,8.0,,8.0,8.0,8.0,,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.75,10.75,10.75,10.75,9.0,9.0,9.0,10.0,9.5,9.5,10.0,,9.5,10.0,10.0,,,False,True,11,11,11.0,0.1569283585550241,0.1701932979905816,0.1578270899437945,0.1690554217554516,0.1785381140962088,0.1651441515240078,0.174427081376458,0.1704036011024119,0.2089217472915934,0.2163713254039638,0.220922630972717,0.002431541005090674,0.0022172949002217295,0.003873761142703026,0.0029608574643216674,0.003075444497837578,0.005333682876023797,0.005452000857054535,0.007368281055291528,0.007748423839705466,0.00860875843803043,0.025493348137335
394,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6.0,6.0,5.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,9,2,2.0,0.0354423467157608,0.0339265263547812,,,,,,,,,,0.0019683903374543552,0.0021064301552106432,,,,,,,,,
395,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,4.0,5.0,,6.5,5.5,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,9,3,3.0,0.0247126629996114,0.0249597818391528,0.0258985509222118,,,,,,,,,0.0017368150036361958,0.0016629711751662971,0.0026204854788873413,,,,,,,,
396,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6.0,5.0,5.0,,6.0,4.0,5.0,,6.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,9,3,3.0,0.0175805338406734,0.0182028383372534,0.019342677068035,,,,,,,,,0.0018526026705452756,0.0016629711751662971,0.0023926171763753983,,,,,,,,
397,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8.0,7.0,8.0,,8.0,8.0,8.0,,8.5,8.5,9.0,8.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,10.0,11.0,11.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,,,,,,,,,,,False,True,9,9,9.0,0.1271631218905138,0.1317859584066087,0.137820529502386,0.1652226219434722,0.155311713974114,0.1507168085189823,0.1528526091267471,0.1730945190026452,0.1745767924554338,,,0.0026631163389088334,0.0026607538802660754,0.003930728218331012,0.0037898975543317346,0.003459875060067275,0.0041628744398234515,0.004420541235449623,0.0050876226334155795,0.006282505815977404,,
398,Dwight Howard,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,6.5,6.0,6.5,7.0,8.0,7.0,7.0,8.0,8.0,8.0,,11.0,10.0,10.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,False,False,9,7,7.0,0.0654690731177963,0.0682304435860586,0.0783135742277716,0.0848513051720469,0.0863049947010338,0.078491484576618,0.0615842092759505,,,,,0.0025473286719997538,0.0024390243902439024,0.002962287932655255,0.0034345946586131345,0.003075444497837578,0.004032784613578969,0.0035364329883596983,,,,
399,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7.0,6.0,7.0,,7.0,7.0,7.0,,7.5,7.5,8.0,7.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,,10.0,9.0,9.0,,8.5,8.5,8.5,,9.0,9.0,9.0,,9.0,9.5,9.5,,,,,,,,,,,False,True,9,9,9.0,0.1336442980238846,0.1336997179334043,0.1512666135091107,0.1442923363854626,0.1640988209307559,0.1683512855701974,0.1871496980054209,0.1994346784031821,0.1916195906600122,,,0.0023157533381815945,0.002328159645232816,0.0034180245376791408,0.004263634748623201,0.003267659778952427,0.0036425151348455204,0.0037574600501321795,0.004736752106973125,0.005863672094912244,,
400,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7.0,7.0,7.0,,8.0,7.0,7.0,,8.0,8.0,7.5,7.5,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,10.0,9.0,9.0,,9.5,9.0,8.5,,9.0,8.5,9.0,,10.0,9.5,10.0,,,,,,,,,,,False,True,9,9,9.0,0.1499119564307284,0.1535706812275559,0.1725305114341634,0.1808960509596129,0.1837257104994502,0.1892925254657405,0.1944809678295565,0.2137993568840293,0.2071408127972193,,,0.002431541005090674,0.0024390243902439024,0.003531958688935112,0.003908331852904601,0.003075444497837578,0.0036425151348455204,0.003978487111904661,0.004649034475362512,0.006177797385711115,,
401,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.0,7.0,6.5,8.0,8.0,8.0,8.0,9.0,8.5,8.5,,8.0,8.0,8.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,9.5,9.5,9.5,,,,,,,,,,,False,True,9,9,9.0,0.1588001584007012,0.1468791290349286,0.1708584319628966,0.1775555848815295,0.1732882329591017,0.2078446919491656,0.2036956008148435,0.1978563401489418,0.2055388492025238,,,0.002084178004363435,0.002328159645232816,0.0031901562351671978,0.0037898975543317346,0.003331731539324043,0.003122155829867589,0.0038311357373896735,0.004999905001804966,0.005968380525178534,,
402,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,6.0,6.0,6.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,9,2,2.0,0.0606776795872266,0.06223081160046,,,,,,,,,,0.002084178004363435,0.00188470066518847,,,,,,,,,
403,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,6.0,7.0,,7.5,7.5,8.0,7.5,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,9,4,4.0,0.0165110681811805,0.016435018788866,0.0168375561992826,0.0121616320705289,,,,,,,,0.002084178004363435,0.0022172949002217295,0.003474991613307126,0.0037898975543317346,,,,,,,
404,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.5,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,9,5,5.0,0.0110409325201103,0.0108868617935251,0.0132105735788572,0.0149735261340708,0.0082882670341469,,,,,,,0.0021999656712725145,0.002328159645232816,0.0031901562351671978,0.0037898975543317346,0.003075444497837578,,,,,,
405,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7.0,6.0,6.0,,6.0,6.0,7.0,,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,,11.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,9,6,6.0,0.0364585105947938,0.0374159450945913,0.0375305282936401,0.0417557241413977,0.0432985549826922,0.0248921716004347,,,,,,0.0021999656712725145,0.0021064301552106432,0.003531958688935112,0.0037898975543317346,0.003267659778952427,0.004032784613578969,,,,,
406,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,9.0,8.5,8.5,9.0,,11.0,10.0,11.0,,9.0,9.5,9.0,,9.5,10.0,9.5,,9.5,10.0,10.0,,,,,,,,,,,False,True,9,9,9.0,0.162587657697018,0.1617762860028141,0.1763904533016439,0.1782912183118781,0.1856837049187048,0.1804110323188613,0.2002369149474807,0.2158151055612013,0.2211239548848114,,,0.002431541005090674,0.0024390243902439024,0.003987695293958997,0.004263634748623201,0.003331731539324043,0.0041628744398234515,0.004052162799162155,0.0050876226334155795,0.006177797385711115,,
407,Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4.0,5.0,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0243150775690542,0.0241878764721464,,,,,,,,,,0.0010420890021817174,0.0016629711751662971,,,,,,,,,
408,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6.0,6.0,,,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.5,9.0,9.5,9.0,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.0301398866325166,0.0322870410341893,0.0296280400453226,0.0345913320547113,0.033658113484067,0.0301281295307145,0.035451826255306,0.0219530091505956,,,,0.0013894520029089567,0.0021064301552106432,0.0023926171763753983,0.0024871202700302007,0.00371616210155374,0.004683233744801383,0.00515729810802456,0.0064911047391853945,,,
409,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6.0,6.0,,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,False,True,11,11,11.0,0.1217201682066502,0.1209001693771549,0.1316757640652637,0.1321770691202898,0.1299272034649208,0.1244194520400526,0.1523168935995491,0.1413390025112347,0.1459748343783534,0.1556816239214836,0.1657620986961947,0.0013894520029089567,0.002328159645232816,0.0023926171763753983,0.0028424231657488007,0.0038443056222969728,0.004683233744801383,0.004715243984479598,0.006578822370796007,0.007539006979172885,0.008460331568409217,0.025061084654680932
410,Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5.0,5.0,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0288693919334872,0.0265711505963291,,,,,,,,,,0.0011578766690907973,0.0019955654101995565,,,,,,,,,
